Posicao_Rank,Features,Curva ROC,KS,divergencia_kl,Wasser,inf_mutua,Overlap_GMM,Geo_Score,Skewness_Score,Kurtosis_Score,Corr_Score,Outlier_Score,Silhouette,Davies_Bouldin,Dist_Centroides,Score_Final
1541,V8 | V9 | V27,0.7054471884063463,0.5423275103630569,0.5588985471946838,0.5090857004277322,0.4598810504342354,0.9241232054092259,0.04271591689567043,0.1556883443702376,0.006393174760439208,0.8427390178523549,0.019424992242006826,0.4643400050903381,4.416264720834899,0.7232471362850581,0.42015138290289994
1542,V7 | V19 | V28,0.7043351260023574,0.51957830153419,0.599462490052796,0.5418766619684491,0.44730783081244335,0.9142616643296249,0.02271263911500112,0.09358114526765221,0.0007520793684628391,0.9232067275384053,0.05223728799146503,0.4390286901702233,10.82540801198898,0.3013854923476815,0.4201469350731971
1543,V5 | V10 | V25,0.5819060409350095,0.5038900482704072,0.4872185822318054,0.6550449892490171,0.4269311282419704,0.9153232685885991,0.04930705158887178,0.4123336456694352,0.014382968164363486,0.8484327507316411,0.13970105896455598,0.6115796366823243,5.800304930814694,0.7939008974089747,0.42006931945824105
1544,V4 | V9 | V13,0.5847798174921138,0.5565452224715125,0.638083221033988,0.5694809362316866,0.5199943276146924,0.24048378941182494,0.0499636593962038,0.760102336590746,0.4273496360195678,0.8569113680056091,0.1767524854196166,0.24806408362625215,2.4368737248891286,1.0314696839351523,0.4198727172802043
1545,V11 | V15 | V21,0.5737111299030565,0.508007118802409,0.624282656366528,0.46635190577636293,0.4699397557518075,0.9355420570548535,0.019359839288283665,0.3950760643595197,0.01705503436875955,0.9475815711865782,0.23554291664961768,0.39508774941470093,12.08453794890973,0.2617400249189686,0.41983815494790727
1546,V7 | V18 | V22,0.5504471302874427,0.45569766733095596,0.5920465466124827,0.6126432637149221,0.3901677689873018,0.9381934462705342,0.028180536480411772,0.5032133160986869,0.007617824387819008,0.8781562006938627,0.24161238524227632,0.6322240073175874,15.479234725630743,0.2816590691486912,0.4198163187963432
1547,V6 | V10 | V25,0.5507759656780408,0.5263881222292468,0.5530210383955202,0.572071152821075,0.4496961064321745,0.8101674946995375,0.08916540832493246,0.4632991139204513,0.04784516268740383,0.9288841872721958,0.08503627915188003,0.5204352914865704,1.6789438036122346,1.749238423581941,0.41980960435254555
1548,V2 | V27 | V28,0.7600003221018349,0.5679587673514419,0.6619422767974791,0.4246200614963789,0.5224967085377732,0.9346460014144671,0.02327118965084789,0.057852909742469885,0.0009114444502851658,0.39767541849982,0.009283209097858711,0.5132683960707403,12.923197438642077,0.2551673919116365,0.4197846783316813
1549,V13 | V17 | V27,0.6324824782471762,0.4989258219022586,0.5716748837128756,0.6021507068946319,0.4451419126155275,0.873428400976181,0.016411114289855748,0.3411823710247711,0.009672988584737337,0.9496853303618669,0.051266456886722,0.28267672953551604,9.281111563998195,0.27264183013577337,0.4197019319090867
1550,V13 | V16 | V18,0.5919593956944099,0.4877413408554736,0.8226322109514811,0.5369490049029731,0.4120000925036505,0.3657088867409714,0.011218798428130308,0.7338542111802805,0.2514121053208974,0.9773125144755586,0.22167305892251998,0.17604916593005215,10.725385282924204,0.24920165498725602,0.419593950342408
1551,V6 | V12 | V25,0.5461641685639476,0.5172134666772406,0.6553920583233059,0.5998326406881302,0.4536816987104836,0.7180004912810363,0.0767364865224706,0.3765698223711716,0.056239727377049874,0.9622146314286979,0.06639478151697967,0.4444945041982819,1.820567793714537,1.5038986896715594,0.41948119226086156
1552,V6 | V18 | V28,0.6485346913503703,0.517114435006282,0.8137676404278028,0.3803868899878341,0.41834074955321043,0.8725077328543815,0.07684494545797424,0.10165781113109487,0.0018799500939266013,0.9252553994627085,0.03240636218699854,0.4398124004474989,1.9182032810960075,1.5234098887035774,0.419405073698774
1553,V2 | V8 | V28,0.7269711296614921,0.5224305944993566,0.5655865440764178,0.5419246681668138,0.46250383011986484,0.9484025039902465,0.044945071676092366,0.006147533308901891,0.0009741043162727513,0.808886983527179,0.02329423836739837,0.5697665117498417,6.281624681536459,0.7261016821330417,0.41935879476339416
