Posicao_Rank,Features,Curva ROC,KS,divergencia_kl,Wasser,inf_mutua,Overlap_GMM,Geo_Score,Skewness_Score,Kurtosis_Score,Corr_Score,Outlier_Score,Silhouette,Davies_Bouldin,Dist_Centroides,Score_Final
11,V4 | V10,0.918579278513954,0.9499068186561095,0.7774410219682361,0.8621991411057396,0.9258107107500798,0.7205618016804545,0.045927953270036265,0.5141716356884765,0.066033619218106,0.9626088658254596,0.07369320160079292,0.47102608558429865,3.4550837720333054,0.822641466329935,0.6036520649071779
12,V4 | V14,0.9582258169096519,0.9751699907259402,0.8219337846961655,0.9126797000308036,0.9999999996604332,0.5167688202443615,0.03985824612043438,0.40598522634496154,0.0853252350376673,0.8533480789544096,0.0544124785910691,0.3883150803705581,3.006886853872464,0.7155648167300104,0.6027187982392
13,V12 | V17,0.9536955879175278,0.9226341500843859,0.8759378253002236,0.9752896048010385,0.8606533342182012,0.7355557318592937,0.07466882596675718,0.18618201629371242,0.019421606944902182,0.6975317207856868,0.06391441204890973,0.508175191250667,1.1866155672544618,1.3324090942631817,0.6025931317697399
14,V3 | V17,0.9156451008387898,0.870056073050664,0.6713423338676906,0.9999999996605824,0.8057071741318241,0.9412213924978003,0.13628533736555984,0.18758914011262334,0.018324656209734464,0.948023456825153,0.16954371146655686,0.610472113370865,1.0075813140756287,2.8610739871021487,0.6021149138194901
15,V4 | V17,0.9349301974728771,0.9111623711617786,0.7870561802024716,0.9156866023643605,0.883851217739358,0.7903772736568627,0.08210570210256714,0.25926223941644005,0.023180311445132648,0.9275075155364275,0.08541270106401617,0.5225740101757362,1.339525066626751,1.549674158045163,0.6005656464946437
16,V11 | V12,0.919729330117252,0.9297741665003437,0.9777479190677011,0.8556153103574562,0.8797880620170643,0.5968221096571739,0.057746145727911535,0.4100655495129299,0.10225511115828577,0.7098451378762053,0.10304354479991931,0.44144438129700025,1.4015049983354864,0.9809251050014882,0.6000865865008876
17,V14 | V16,0.9704078912378803,0.922807354430702,0.9308156961754174,0.8986509177690334,0.8973251567258587,0.5684141649339971,0.022251157263543434,0.3628799856928785,0.0666412128893825,0.8124810953565185,0.06576568224995633,0.43288390659659404,5.967791315034935,0.2993427822750217,0.597511016334452
18,V3 | V14,0.9389407202755646,0.9340636926148258,0.7159865252820801,0.9974600454849587,0.9218559560528994,0.6775171317181288,0.06873176281989037,0.27625086530392234,0.0455193201227681,0.8073716104701404,0.09244012591546719,0.4487699260138888,1.868843016602182,1.3394883556290456,0.5958942349228024
19,V7 | V14,0.9298384873373008,0.9058145645704039,0.6640930696727916,0.9499601824745204,0.8691574385318674,0.9055709386154773,0.04088864780563564,0.25768498484803987,0.0039518035531709295,0.9139601581028137,0.06256056616312139,0.6397643417809104,5.8782399345833145,0.596256137977211,0.5912863328208905
20,V11 | V16,0.91314601400083,0.8659397512824981,0.9999999995869883,0.7602234469075141,0.8003111026036464,0.522565575857274,0.07326006785633134,0.587609649613287,0.17499148388297545,0.8978262498594085,0.21025767245205465,0.36884951423623996,1.0604363226131102,1.4055067719552548,0.5911966580979585
21,V4 | V12,0.9119214051566102,0.936548588641204,0.8677729328979792,0.8855363869179396,0.9315970267196787,0.5327330547028063,0.04538064186540061,0.37641662866752446,0.09806571325308489,0.7819850737497918,0.050541397461148885,0.3763113901443179,2.710318116877199,0.8574508060030345,0.5876886353355126
22,V12 | V16,0.9241034794848387,0.8841859523459658,0.9671651643913881,0.8707148768384888,0.828922183785104,0.5702190401197426,0.0559056615301939,0.33791518337398474,0.0742644991154313,0.8256240493492593,0.060828638017457325,0.44039263728912,1.6082350559677834,0.965046345176964,0.5859177262350164
23,V4 | V11,0.9009639396726015,0.9183023875777364,0.9083921061421255,0.77863592709892,0.9029859455382212,0.2421318493384193,0.03389421843707404,0.6854736153447305,0.3944928738693483,0.9809858313014962,0.15028290645664752,0.3817506025878711,3.355984846343137,0.5803176203855487,0.5831677058165232
24,V3 | V12,0.8926363085225227,0.8954422905300894,0.7732852021753696,0.974640431183112,0.8534529831121448,0.6309157153172321,0.0589043155845691,0.2594128889414547,0.049042576820153935,0.9236975069173098,0.0845220445323336,0.40848515793435386,1.8713567359428576,1.1134452937121668,0.5799569015222218
25,V7 | V11,0.8725766101002506,0.8489469614222002,0.7825416432235869,0.8268186394168588,0.7721433844096551,0.9376165291284102,0.02516834911335498,0.3808144703103729,0.004264802860454024,0.9948929743084449,0.1913032164392897,0.6588585062660128,14.95244869110876,0.2333470555811596,0.5797582262144053
26,V16 | V17,0.9471122718011058,0.8587997348665403,0.9036864505457569,0.9017429493968152,0.7811763748047834,0.6979782489434201,0.04914247935231825,0.23660694570933474,0.021366379078115793,0.6500056504816104,0.10754896039575147,0.48242751318976546,1.898496916926429,0.7779110886829343,0.5779734180491939
27,V2 | V14,0.9097277668594674,0.887872994949546,0.6931640469903794,0.8784433223456821,0.8563679328528966,0.8951588930810711,0.052315965183545574,0.16904073229966873,0.018617008549967597,0.8701355972278305,0.04706194236081857,0.6437136634271209,5.027956464117515,0.8818389455422853,0.5767742615126111
28,V7 | V12,0.8835340755842592,0.8671931624856677,0.727939808801384,0.9248131543404488,0.8007544655911129,0.7966698405625087,0.06671048992345677,0.24238986502683527,0.00400075923507559,0.9354515426691459,0.05793691546020278,0.5255899747684043,1.916304069948941,1.2135010272232174,0.5727556851467603
29,V10 | V18,0.8169391138644306,0.7775161424967916,0.8644846166751816,0.761330702773795,0.6718357993606352,0.9172988570267416,0.0714549089637024,0.5897286729276224,0.06613957977033569,0.9210568498971994,0.09594482856967176,0.6674948741631898,1.8859806602105351,1.1967162441420338,0.5693222128785836
30,V7 | V10,0.8901919489416028,0.8805513925005731,0.599431009699935,0.9032740818907089,0.7949681496215139,0.9427367947469222,0.05791328027226306,0.3096161108562593,0.0038455895273506752,0.6930031401792804,0.08619619766759486,0.6928336759495944,4.8029948121791275,0.9781511467323423,0.5679463589674353
31,V2 | V11,0.8524658896224172,0.8310053918013418,0.8050328220810775,0.733409645795292,0.7593538787306844,0.9294913555504227,0.09076620270173938,0.2348384037764135,0.023187386329708428,0.9804809899390232,0.1201304974051386,0.6736521195431648,2.6786477397611463,1.7891662302583102,0.5664482683084884
32,V7 | V17,0.9065428679005263,0.8418069450062423,0.6136554743620066,0.9527520460629445,0.7530086566107923,0.9456972408139891,0.04771852470978756,0.17642427598145208,0.0031389834964565128,0.7830687293485445,0.10107630303514137,0.6796530517720037,5.706732651619107,0.737954086165516,0.5637938982374429
33,V4 | V7,0.8647686851396087,0.8557213835630603,0.5988974844609685,0.8584552408533123,0.8239523491122698,0.8928787003209245,0.06819367831015707,0.35072652041036306,0.004249981348424884,0.9118053269098764,0.07655159061882341,0.5982880676126316,2.8517063750427907,1.2643185816504763,0.5635619776453381
34,V2 | V12,0.8634233551064259,0.8492515928648094,0.753261156781362,0.8493233392392608,0.787964959912142,0.8323667151421241,0.06510344199891191,0.16012325263389304,0.019246519239111023,0.9222627910019915,0.04381486468937671,0.55244774569398,2.9116132893391042,1.2302924789863703,0.5607709615446104
35,V7 | V16,0.8769507594678372,0.8033587472678221,0.7660829442126813,0.8427974777743769,0.721277506177695,0.9147302764875416,0.037271751577026835,0.3160301686556573,0.004137212961830553,0.8224395520986464,0.09518087343494985,0.6591272194777125,7.9167976526260295,0.5119997318484799,0.5602251646932839
36,V9 | V14,0.8584028468576418,0.8505946164332576,0.8164042895202844,0.8341132479693099,0.8001371727520653,0.6035645319166353,0.043686330014963776,0.41981120017233925,0.08210061143944142,0.9543444511294129,0.06533804841161107,0.4202314846444758,2.477345118872202,0.7495045145853785,0.5600009861576104
37,V3 | V11,0.8816788430385141,0.8771960894666218,0.8229173615334192,0.8867896605234071,0.8248419019306872,0.2737643398871627,0.07336158266730561,0.4144033133287355,0.08031810718799408,0.9174443639197167,0.4910229537842799,0.3944877980951165,1.000170127888932,1.3679993574331057,0.5597712870462285
38,V11 | V18,0.799323775023078,0.7459117114184185,0.9749457148678455,0.6570624031311093,0.6490110341487765,0.5386550437352319,0.07366049184761292,0.8122816774875727,0.39813635559835436,0.8982246483451258,0.2291571388031165,0.3758413855853966,1.0522608622183283,1.4074455934978332,0.5576961249229805
39,V2 | V17,0.8864321474226926,0.823865375385384,0.64606342110118,0.8816622175077613,0.7402191509318214,0.9211954344085271,0.06670037281894356,0.11951480915607811,0.011095559417735283,0.996812477065835,0.0721818761506444,0.6715516654013237,4.015770081260401,1.2107934364919255,0.5566919960415743
40,V2 | V10,0.8700812284637698,0.8626098228797149,0.6328450068428266,0.8241920940488766,0.7821786439425431,0.9246564437623943,0.07849616974886063,0.19803602518111288,0.017340757131023052,0.6863414655718717,0.06286578887660221,0.6883818800731243,3.6105168241030667,1.4964761648620504,0.5532828980990939
41,V3 | V16,0.8860529924061008,0.8316078753122438,0.8078991876048922,0.9009910444745012,0.7739760236987272,0.4801052879468676,0.0532224891395815,0.34113169958068934,0.061836944912407585,0.9315110036472155,0.15626798276179601,0.4061810006380353,1.8816106769143608,0.9628324838338921,0.5529849815735651
42,V9 | V17,0.8351072274208672,0.7865869968690958,0.7810766692942357,0.837628915230556,0.6839883908309903,0.8854995150290326,0.05958829412555964,0.26630375785525623,0.02290794054633173,0.8990086666437964,0.10667471129891155,0.5719979943092005,2.2448363726737326,1.008575262845602,0.5519854255224126
43,V9 | V12,0.8120984351046004,0.8119732143485213,0.8627835070017164,0.802211509991106,0.7317341998113107,0.6863442326405377,0.0642407800321132,0.38868836221834724,0.09385193118500776,0.8478352046287669,0.06044338137841784,0.4792410160988707,1.75335951185132,1.1725502510744776,0.551142678981799
44,V3 | V9,0.7740479480258624,0.7593951373147992,0.650407647896173,0.836774266081136,0.6767880397249337,0.9404228660753341,0.12052375655121682,0.3926763303304234,0.07499377076725891,0.9547408215582873,0.1546751543551932,0.646732409809473,1.278648499194709,2.456434198607324,0.5497460559271139
45,V3 | V7,0.8454835885055213,0.8146150854519457,0.4085186220621619,0.9520729806504842,0.745808305504736,0.9621600135345146,0.11405063734124854,0.24438077852650733,0.00391546833436807,0.8901307521743765,0.14463972530375607,0.6702475496442087,2.2946951354994467,2.3926322974139236,0.5474209355479025
46,V2 | V16,0.8568400389900038,0.7854171776469641,0.7893930952089153,0.7526016575926945,0.7084880004987243,0.8875018802193315,0.07887876436317816,0.20148618432369525,0.02115789843719907,0.8997816575681377,0.06854623923880183,0.6562464687320453,2.689751575583262,1.4848663940198217,0.5473321614964517
47,V2 | V4,0.8446579646617753,0.8377798139422021,0.6323497956797528,0.7712912048504466,0.8111628434332989,0.9116383280401748,0.08599662638529981,0.21967850062694158,0.022938084640075056,0.7711878265263077,0.056572407569117675,0.6262029667792002,3.175358741982753,1.7395484585903247,0.5469164405759038
48,V14 | V21,0.8855064751879353,0.8127191657241987,0.6350254306539277,0.7825128440222264,0.7805303974327928,0.9395630838057932,0.03464968778596042,0.20716045367153324,0.008849378486017901,0.8755795667609924,0.04441139572957988,0.6151939779191932,6.494223478025252,0.4635043348959737,0.5445523457818217
49,V14 | V27,0.8854951528555186,0.7806156377645368,0.7417541652747507,0.7479107840950178,0.7624095075158525,0.8550131135820886,0.025471037997087016,0.3565237689766909,0.007366214359279532,0.8658663965872525,0.009457732905356224,0.4537120051163038,5.011837293900462,0.3430537485191198,0.5437289787317128
50,V9 | V10,0.818756308461944,0.8253314443634268,0.7713310884982892,0.7745325461279108,0.7259478838417118,0.7287351368110574,0.04697938261047106,0.5344994382409025,0.06406268452560172,0.5699763306653057,0.09058446220350916,0.49373020794207173,2.682697351080591,0.7813867287620743,0.5410313425799821
