Features,Silhouette,Davies_Bouldin,Dist_Centroides,Overlap_GMM,KS,Wasserstein,ROC_AUC,Score_Final
V22 | V28,0.21707129281822926,0.9711342023987776,0.006618125672662237,0.8393297124091574,0.1985024556506803,0.027136866679715866,0.4176573074484924,0.35099384651777515
V13 | V20,0.23793059796268476,0.9890938039452837,0.02224552975546764,0.8014754157068495,0.2293540162636537,0.03887790811128834,0.35490148108399855,0.3489880364007718
V15 | V20,0.27803846188391135,0.9894448444700555,0.022555692812242765,0.8013633215551981,0.1997219613000188,0.03664684945837564,0.2950593438319855,0.34663014239465484
V24 | V27,0.17305831994792645,1.1102230246251565e-16,0.0,0.773694750524306,0.31294060814256197,0.05003399400617417,0.3582968052144535,0.3451128685692507
V26 | V28,0.22138392476504473,0.9769451860811741,0.004980784423222036,0.8188589029274167,0.22473041517941011,0.01297786249270786,0.36826065780800676,0.34442842823833963
V13 | V27,0.0793059412250923,0.927129181210434,0.003985043939846898,0.789739856536377,0.3014422586618717,0.050584068623476725,0.4601682433567933,0.33368353923311633
V15 | V27,0.10120353229124487,0.895669422224175,0.00394450771489386,0.7863071290122879,0.2718102036982368,0.04835300997056402,0.40032610610478003,0.3259429186701214
V24 | V28,0.10243279366945049,0.9693348646477078,0.004029566262895228,0.8009831587220998,0.24393333512251414,0.017457176206362283,0.33869034022175026,0.3120011243858378
V19 | V22,0.3716332717737426,0.9875498850448582,0.01695112894358965,0.5276353891112135,0.17473712460749846,0.06521937127572876,0.34123863550862055,0.30693232794874653
V13 | V28,0.0,0.9598323167910312,0.004565135573517655,0.8127922205659338,0.2324349856418239,0.018007250823664844,0.44056177836408983,0.2973426802709902
V15 | V28,0.04148717451047576,0.9669244585747788,0.006664057866326069,0.8145406535443471,0.202802930678189,0.015776192170752133,0.3807196411120768,0.29579474569470166
V19 | V25,0.32048866945830023,0.9880654774289155,0.015936547626277962,0.44152074526562946,0.19665387402377826,0.05897840750794557,0.36187955700391483,0.2778167656877187
V19 | V24,0.24729169508722734,0.9949042218287605,0.034191385860574026,0.4651566976027697,0.2201680040793323,0.055539680802375174,0.2622716682818784,0.2594808019770286
V19 | V26,0.3218519511567841,0.9893236956974533,0.01560489842656067,0.2610931866704036,0.20096508413622827,0.05106036708872075,0.2918419858681347,0.22532557328860023
V15 | V19,0.2011804968396401,0.9828258183787235,0.011044246316448684,0.2946284051010398,0.17903759963500715,0.05385869676676501,0.30430096917220495,0.20096158168274492
V24 | V26,0.26662262963075223,0.9982961882912206,0.03968652960801124,0.4781626112575771,0.06735836397305493,0.0016809840356101467,0.0,0.20000417982381533
V24 | V25,0.28144842018156535,0.9971272223154546,0.03210708256100265,0.4156675300089111,0.06304715386060493,0.009599024454834983,0.07003757113577991,0.19581198032428507
V22 | V24,0.24046771443148515,0.9963958831740207,0.027330007819712458,0.3380236946443229,0.04113040444432517,0.01583998822261816,0.049396649640485846,0.16095659576638927
V13 | V19,0.11444435755590796,0.9865911058411695,0.015816087084720085,0.1351009432591862,0.20866965459864206,0.05608975541967773,0.364143106424218,0.1517525178498593
V13 | V24,0.15268109993557757,0.9972703703924142,0.0452021972549746,0.2929094624640204,0.07506293443546873,0.00671037236656713,0.07230112055608351,0.13498241401591501
V15 | V22,0.22322443651091226,0.997998775983668,0.053451127299933156,0.2667213884835751,0.0,0.014159004187008009,0.09142595053081215,0.13446085213910466
V15 | V26,0.15638397611132956,0.9969848896356601,0.03912210892325653,0.3021277002383682,0.026227959528729777,0.0,0.042029300890326304,0.12407644108220305
V15 | V25,0.21938054815081162,0.9975867687881871,0.0413498670098202,0.1990716651678165,0.02191674941627976,0.007918040419224837,0.11206687202610643,0.1217866984993686
V25 | V26,0.13270368133488744,0.9965407813702134,0.023545630474661346,0.24537499124430384,0.04384423391750089,0.005119710741180561,0.09960788872203641,0.11427324594873775
V13 | V15,0.1768678203314232,0.9976154145542715,0.05386612056709572,0.18540731409677091,0.03393252999114356,0.005029388330956983,0.11433042144641004,0.10979420941610965
V22 | V26,0.16420361072962456,0.9941181052781252,0.01707684777988093,0.19941730689609738,0.02192748450122113,0.01136067450896374,0.07896696722674212,0.10545955793114166
V13 | V26,0.12202522840667726,0.997036011533901,0.0367691983579157,0.16986924722016528,0.055860014492364676,0.0022310586529127076,0.10187143814233957,0.09477897735000007
V13 | V25,0.11927284216421616,0.9959818538611026,0.02676614863648375,0.0,0.05154880437991467,0.010149099072137544,0.17190900927811947,0.05934869215927643
V15 | V24,0.1357044106745853,0.9974237915157271,0.03608102472527193,0.05375898430792714,0.045430879471833815,0.004479313713654419,0.012458983304070248,0.05859378571313278
